ASV,MQ181116-98,MQ181116-99,MQ181116-100,MQ181116-101,MQ181116-102,MQ181116-103,MQ181116-104,MQ181116-105,MQ181116-106,MQ181116-107,MQ181116-108,MQ181116-109,MQ181116-110,MQ181116-111,MQ181116-112,MQ181116-113,MQ181116-114,MQ181116-115,MQ181116-116,MQ181116-117,MQ181116-118,MQ181116-119,MQ181116-120,MQ181116-121,MQ181116-122,MQ201030-156,MQ201030-157,MQ201030-158,MQ201030-159,MQ201030-160,MQ201030-161,MQ201030-162,MQ201030-163,MQ201030-164,MQ201030-165,MQ201030-166,MQ201030-167,MQ201030-168,MQ201030-169,MQ201030-170,MQ201030-171,MQ201030-172,MQ201030-173,MQ201030-174,MQ201030-175,MQ201030-176,MQ201030-177,MQ201030-178,MQ201030-179,MQ201030-180,MQ201030-181,MQ201030-182,MQ201030-183,MQ201030-184,MQ201030-185,MQ201030-186,MQ201030-187,MQ201030-188,MQ201030-189,MQ201030-190,MQ201030-191,MQ201030-192,MQ201030-193,MQ201030-194,MQ201030-195,MQ201030-196,MQ201030-197,MQ201030-198,MQ201030-199,MQ201030-200,MQ201030-201,MQ201030-202,MQ201030-203,MQ201030-204,MQ201030-205,MQ201030-206,MQ201030-207,MQ201030-208,MQ201030-209,MQ201030-210,MQ201030-211,MQ201030-212,MQ201030-213,MQ201030-214,MQ201030-215,MQ201030-216,MQ201030-217,MQ201030-218,MQ201030-219,MQ201030-220,MQ201030-221,MQ201030-222,MQ201030-223,MQ201030-224,MQ201030-225,MQ201030-226,MQ201030-227,MQ201030-228,MQ201030-229,MQ201030-230,MQ201030-231,MQ201030-232,MQ201030-233,MQ201030-234,MQ201030-235,MQ201030-236,MQ201030-237,MQ201030-238,MQ201030-239,MQ201030-240,MQ201030-241,MQ220601-127,MQ220601-128,MQ220601-129,MQ220601-130,MQ220601-131,MQ220601-132,MQ220601-133,MQ220601-134,MQ220601-135,MQ220601-136,MQ220601-137,MQ220601-138,MQ220601-139,MQ220601-140,MQ220601-141,MQ220601-142,MQ220601-143,MQ220601-144,MQ220601-145,MQ220601-146,MQ220601-147,MQ220601-148,MQ220601-149,MQ220601-150,MQ220601-151,MQ220601-152,MQ220601-153,MQ220601-154,MQ220601-155,MQ220601-156,MQ220601-157,MQ220601-158,MQ220601-159,MQ220601-160,MQ220601-161,MQ220601-162,MQ220601-163,MQ220601-164,MQ220601-165,MQ220601-166,MQ220601-167,MQ220601-168,MQ220601-169
ASV4,1.57923854549112,2.18261757085656,1.86910377358491,1.51033386327504,2.25237091675448,1.62364820457669,1.16404542879495,1.3058409327023,1.38723486433422,1.17086453369639,1.7761856785701,1.24355651338207,1.34949393977259,0.595971234455084,0.479838599743723,0.427138174232641,0.439253269441949,0.478094217532869,0.397398843930636,0.496766805873636,0.532614413466597,0.89867071623224,0.378041552533359,0.339587989673753,0.350185292217727,0.305174087945624,0.396538394393596,0.450776520136878,0.347942136746026,0.37436014974406,0.522193211488251,0.686106346483705,0.701682208813311,0.821288957429258,0.764301252278206,0.974734226149386,1.61919956549781,1.11234974796433,1.07946274068174,0.927286381297548,0.764496274700356,0.943118184497495,0.986876367045099,0.73833914559721,1.15723881200939,0.970798182998053,0.94547053649956,0.83057868530064,0.869672739263045,0.755877393115762,0.751956309096837,0.761152824005986,0.769262583233384,0.634387302224117,0.647197383767466,0.580418797357322,0.490082222325452,0.408747799624071,0.382155247181266,0.374102455801605,0.266399222741091,0.318681634176452,0.279640539733391,0.220821455815634,0.256554352872187,0.290459941908012,0.330286051312297,0.30551698017927,0.231744444949334,0.172121668504424,0.214336746844487,0.42434617906316,0.347879785920132,0.245232204243393,0.313968091539141,0.259324652394615,0.314432228248254,0.456550035941173,0.574111777545443,0.896194110165346,0.778770710433581,0.86610276253037,1.07393470965117,1.1724728282016,0.918611474743827,1.22379898450723,1.00107776488145,0.874591388305588,0.948515463007897,1.18868868868869,1.02493745460415,1.04526275412351,1.16172912767609,1.32077779136603,1.10807677950451,0.83265306122449,0.732600732600733,0.64270667641116,0.653432998366418,0.742061783818133,0.637707565530664,0.360956909213114,0.30627089660805,0.57479828837843,0.252844500632111,0.376074161824712,0.444252749622601,0.536532657699616,0.298792876777818,0.332628807040643,0.331910858226648,0.409012629161883,0.477905527081313,0.414848723267291,0.402164375548406,0.462555066079295,0.455478573261483,0.444353295050588,0.574350353715767,0.618402814799019,0.569503980404164,0.953631795340338,0.465604301921437,0.496920492721165,0.445349281079018,0.41958041958042,0.428309198449929,0.790338897319171,0.594387179294259,0.673354404287481,0.842472220204808,0.825780463242699,0.957230142566191,0.813878774898265,0.524876173578768,0.486848760748609,0.424753701846499,0.481522306665893,0.363989322979859,0.270502078247674,0.22264631043257,0.223867745824005,0.206782464846981,0.121759060306546,0.299474391883633,0.23263929277655,0.284425945195976,0.260963656037171,0.22883295194508,0.148129065498809,0.238079042242024,0.312233891569685,0.422506874119777,0.407103249806977
ASV6,0.0402353769551879,0.0157022846824213,0.00589622641509434,0.0227117874176698,0.0105374077976818,0.019418055804505,0.0188837033639969,0.00865750894609258,0.00321864237664553,0.00777983078868035,0.0111944475540132,0.0116492413431575,0,0.00794628312606778,0.00545271136072412,0.00662229727492467,0.0199660577019068,0,0.0120423892100193,0,0.00328774329300368,0.00208025628757463,0.00961122591186506,0.0086629589202488,0.010199571617992,0.00554861978082952,0,0,0.00714949596053478,0.00764000305600122,0.00251054428600121,0.0119115685153421,0.00228560980069483,0.00717282932252627,0.0235169616085602,0.01104514703852,0.00678909671068264,0.0121170996510275,0.0137336226549839,0.0261207431351422,0.0129575639779721,0.0196482955103645,0.0260389542755963,0.0108979947689625,0.0263008820911224,0.0415314730694354,0.0439753737906772,0.0271977907025399,0.0329733740004946,0.101180438448567,0.0142647538311053,0.0309621487731249,0.0413582033996443,0.0401193550813671,0.0160084158529055,0.0261281773729984,0.0116133228039207,0.0238684846495808,0.0216825672159584,0.0150847764436131,0,0.0114840228532055,0.00542991339288138,0.0140522744609949,0.00733012436777677,0,0,0.015149602322939,0.0090880174489935,0.0161364064222898,0,0.00182122823632258,0.0102923013585838,0.0109478662608658,0.00697706870086981,0.0110350915912602,0.0168822672884968,0.0116565966623278,0.0311817898347365,0.0273945797867136,0.0311508284173432,0.0269954107801674,0.03661141055629,0.11932245596742,0.124136685776193,0.132361237686065,0.0911954899684961,0.106076678284589,0.0838222967309304,0.103675103675104,0.0867565168267291,0.107882623705409,0.0730360158853335,0.100281276751865,0.0962690819073066,0.0707482993197279,0.0563539025077487,0.0322428098534027,0.0247512499381219,0.024598733165242,0.0124228746531948,0.0174255059620124,0.010209029886935,0.0170310603963979,0.00414499181364117,0.0094018540456178,0.00431313349148156,0.00372592123402511,0.0119517150711127,0.00173244170333668,0.00790263948158685,0.00717566016073479,0.00692616705914947,0.0143051283885273,0.00731207955542556,0.0146842878120411,0.0128303823453939,0.0205086136177194,0.0280170904251593,0.0106621174965348,0.0244947948560931,0.0114207400639561,0,0.041993281075028,0.0127242651736862,0,0.00679855870555442,0.0442589782498736,0.00752388834549695,0.0480967431633915,0.0290507662139589,0.0335683115139308,0.0135777325186694,0.0142785749982152,0.0221778664892437,0.0885179564997471,0.00589935697009026,0.00580147357428787,0.024265954865324,0,0.0127226463104326,0,0.0137854976564654,0.00716229766509096,0,0.0290799115970687,0.00693721817551162,0.0190949016612564,0.00602191978802842,0.0193211824563663,0.00680225834977212,0.0212886744252058,0.00670645831936155,0.00701902154839615
ASV5,0.0402353769551879,0.0130852372353511,0.0412735849056604,0.0479471067706362,0.0579557428872497,0.0716974368166338,0.0633952898648466,0.0880180076186079,0.109433840805948,0.0953029271613342,0.160453748274189,0.154352447796837,0.187429713857304,0.103301680638881,0.125412361296655,0.0761564186616337,0.0199660577019068,0.0329720150022668,0,0.0151555974673313,0.0131509731720147,0.00832102515029852,0.0112130968971759,0.00693036713619904,0,0.00554861978082952,0.00498790433199491,0,0,0,0.00251054428600121,0,0,0.00358641466126314,0.00587924040214004,0.0220902940770399,0.0543127736854612,0.0484683986041101,0.115362430301865,0.0750971365135338,0.0971817298347911,0.0884173297966401,0.130194771377981,0.0980819529206626,0.0708100671684066,0.0960415314730694,0.0679619413128648,0.102514749571112,0.0968592861264529,0.0674536256323777,0.11208020867297,0.100626983512656,0.140617891558791,0.125372984629272,0.134928076474489,0.102646411108208,0.130069215403911,0.110391741504311,0.0704683434518647,0.0814577927955108,0.0783527125709092,0.054549108552726,0.0624440040181359,0.0642389689645481,0.0757446184670267,0.0366599926680015,0.0147449130050133,0.0302992046458781,0.0136320261734903,0.021515208563053,0.0129901058693628,0.0455307059080644,0.0288184438040346,0.0109478662608658,0.0139541374017396,0.0165526373868903,0.0232131175216832,0.0252559594350436,0.0275133439718263,0.0508756481753253,0.0428323890738469,0.0742373796454603,0.0711888538594529,0.11932245596742,0.688394348395251,0.791997569760882,0.787597413364285,0.848613426276709,0.95292716283584,0.841913341913342,0.704140101686708,0.73120444955888,0.734924909846168,0.631038278097102,0.532426963201635,0.47891156462585,0.333000333000333,0.335325222475388,0.502450373743874,0.401779308365619,0.351981448507185,0.306191033332504,0.257778004645109,0.315074617333362,0.159582184825185,0.13726706906602,0.161742505930559,0.143447967509967,0.174153562464785,0.133398011156925,0.0928560139086455,0.100459242250287,0.0623355035323452,0.107288462913955,0.0365603977771278,0.0293685756240822,0.0641519117269695,0.0341810226961991,0.0280170904251593,0.0106621174965348,0.0306184935701164,0,0.00655780706931602,0.0699888017917133,0.165415447257921,0.111888111888112,0.149568291522197,0.233940313606474,0.293431645474381,0.316064312216573,0.457549567869853,0.40281973816717,0.726408689748812,0.742485899907189,0.879722037406668,1.74506828528073,1.58102766798419,1.41555955212624,1.52268866779908,1.52404829451738,1.6412213740458,1.20544170828311,1.12351805900193,0.96691018478728,0.88008800880088,0.726997789926719,0.707596253902185,0.305518426580103,0.319161748765506,0.218973401172152,0.217672267192708,0.354811240420097,0.241432499497016,0.27374184038745
ASV17,0.643766031283006,2.21663918766847,0.607311320754717,0.493350493350493,0.658587987355111,0.675150863356635,0.445115865008498,0.383816229943438,0.527857349769867,0.377321793250997,0.511213104966603,0.259195619885255,0.337373484943146,0.182764511899559,0.190844897625344,0.165557431873117,0.119796346211441,0.136009561884351,0.313102119460501,0.107773137545467,0.243293003682272,0.241309729358657,0.205039486119788,0.237365074414817,0.183592289123857,0.119295325287835,0.0423971868219568,0.144774940773888,0.0571959676842783,0.224106756309369,0.112974492870054,0.378787878787879,0.0959956116291827,0.136283757127999,0.241048856487742,0.160154632058539,0.241012933229234,0.283540131834044,0.197764166231769,0.290593267378457,0.25591188856495,0.397877984084881,0.374960941568587,0.321490845684394,0.275147689568666,0.394548994159637,0.53969776924922,0.487468094899368,0.56466902975847,0.82333101874814,0.266954678839257,0.239956652991718,0.297779064477439,0.205611694792006,0.214970155739017,0.194095031913702,0.260138430807823,0.289405376376167,0.27103209019948,0.247390333675255,0.225655812204219,0.287100571330137,0.176472185268645,0.116433131248243,0.0928482419918391,0.214319957136009,0.10026540843409,0.224719101123596,0.15449629663289,0.1317806524487,0.142891164562991,0.132949661251548,0.0802799505969535,0.339383854086839,0.288385506302619,0.259324652394615,0.36085846329162,0.722708993064325,0.742860287239311,0.853145484786225,0.632751202227284,0.25645640241159,0.290857317197193,0.404658763715598,0.566514693269535,0.41227270754676,0.493284695738684,0.480592297534258,0.370582785547271,0.580938080938081,0.575014123153902,0.956559263521289,0.378874332405167,0.3766662590192,0.428299180730466,0.617687074829932,0.379108071415764,0.414857486780448,0.304440374238899,0.295184797982904,0.445153008406145,0.25640387344104,0.135269646001889,0.238434845549571,0.234192037470726,0.240687463567816,0.209186974336856,0.17511829799918,0.153664908057163,0.114341152420221,0.140271850798167,0.0717566016073479,0.0692616705914947,0.0643730777483728,0.0658087159988301,0.12481644640235,0.0833974852450603,0.150396499863276,0.133081179519507,0.0586416462309415,0.116350275566442,0.256966651439013,0.124598334317004,0.0909854423292273,0.426262883318488,0.27972027972028,0.326330817866612,0.410976226605969,0.466481077420811,0.329806238834685,0.399448035441935,0.322255790533736,0.366598778004073,0.406939387449133,0.2365639092186,0.259231158320688,0.182880066072798,0.27266925799153,0.12132977432662,0.118757009962394,0.133587786259542,0.0516617874978474,0.117176730079956,0.164732846297092,0.177239946216844,0.168663487262999,0.180367672563302,0.0636496722041882,0.0602191978802842,0.103046306433954,0.170056458744303,0.141924496168039,0.295084166051908,0.245665754193865
ASV13,0.668913141879998,0.792965376462275,0.625,0.538774068185833,0.879873551106428,0.649758021150744,0.457255388599639,0.532436800184694,0.518201422639931,0.460954974229311,0.548527930146647,0.474706584733669,0.381107084843184,0.198657078151695,0.158128629460999,0.201980066885203,0.189677548168114,0.168981576886618,0.108381502890173,0.190286945978715,0.213703314045239,0.393168438351605,0.161788969516395,0.268551726527713,0.203991432359841,0.135941184630323,0.129685512631868,0.144774940773888,0.126307761969448,0.147706725749357,0.155653745732075,0.288259958071279,0.278844395684769,0.333536563497472,0.320418601916632,0.364489852271158,0.648358735870192,0.419251647925553,0.406515230587524,0.378750775459562,0.298023971493359,0.341389134492583,0.4192271638371,0.310592850915432,0.358096625394513,0.329656067488644,0.361797393459663,0.318004937445081,0.350342098755255,0.25989485170122,0.254727746984023,0.278659338958124,0.293643244137475,0.230686291717861,0.267569236398564,0.177298346459632,0.202071816788219,0.158128710803473,0.154488291413703,0.141796898569963,0.0846209295765819,0.12632425138526,0.0923085276789835,0.0963584534468222,0.0879614924133213,0.155099968980006,0.129755234444117,0.0858477464966545,0.0840641614031899,0.0779926310410672,0.0649505293468142,0.138413345960516,0.104981473857555,0.0853933568347529,0.102330340946091,0.115868461708232,0.118175871019478,0.141821926058322,0.216438305911701,0.328734957440564,0.321242918053852,0.303698371276883,0.321366825994101,0.443568260226713,0.340811628221911,0.490387536345094,0.416597579174266,0.296581733163033,0.388229584859046,0.454025454025454,0.387377935598418,0.381185270425777,0.474734103254668,0.489176959765195,0.389005677911157,0.282993197278912,0.240784856169472,0.191307338463523,0.279689124300777,0.264436381526351,0.233964139301834,0.169276343630978,0.12250835864322,0.174568369063079,0.0787548444591822,0.122224102593031,0.135863704981669,0.178844219233205,0.122931926445731,0.103946502200201,0.122490911964596,0.136337543053961,0.207785011774484,0.221729490022173,0.168177829774788,0.12481644640235,0.29509879394406,0.170905113480995,0.217132450794985,0.250559761168568,0.275566442131047,0.428277752398355,0.209849826218113,0.216965285554311,0.229036773126352,0.160839160839161,0.183561085049969,0.297167425392008,0.308479422165375,0.384773945307132,0.413973418548914,0.396106075864384,0.298710115410726,0.264153637466981,0.199600798403194,0.132776934749621,0.165181995162527,0.208853048674363,0.175928172773599,0.105561786633239,0.0572519083969466,0.0688823833304632,0.068927488282327,0.0787852743160006,0.122234445666789,0.09305571711062,0.0971210544571627,0.0636496722041882,0.0782849572443695,0.057963547369099,0.0680225834977212,0.156116945784842,0.194487291261485,0.168456517161508
ASV27,0,0.00785114234121065,0.00589622641509434,0.00378529790294496,0,0,0.00539534381828482,0.0014429181576821,0.00321864237664553,0,0.0037314825180044,0,0.00624765712857678,0,0.00272635568036206,0,0,0,0,0.00168395527414792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242341993020551,0.0247205207789711,0.00326509289189277,0.0129575639779721,0.00736811081638668,0.0182272679929174,0.0136224934612031,0.0101157238812009,0.0233614536015574,0.00999440313424482,0.018829239717143,0.024730030500371,0.011903580993949,0.0163025758069775,0.0232216115798436,0.028950742379751,0.0125372984629272,0.0274429986049809,0.0261281773729984,0.0301946392901937,0.0238684846495808,0.0162619254119688,0.0271525975985036,0.0156705425141818,0.0172260342798082,0.0162897401786441,0.00602240334042639,0.00488674957851785,0.00563999887200023,0.00294898260100265,0.0100997348819593,0.00227200436224838,0.00268940107038163,0,0.00182122823632258,0,0,0.00465137913391321,0,0.00211028341106211,0.00388553222077594,0.00183422293145509,0.00587026709715292,0.0155754142086716,0.00899847026005579,0.0081358690125089,0.00259396643407434,0.0699679501647632,0.0716052597318058,0.0787597413364285,0.112571168791808,0.0882339965588741,0.0715000715000715,0.133161165361956,0.117472190257,0.141507280777834,0.124740124740125,0.149315310713374,0.11156462585034,0.102461640923179,0.103176991530889,0.190584624523538,0.149642293421889,0.147004016729471,0.146872121679819,0.148030933360557,0.140506248270283,0.084972332179644,0.109061506929166,0.0711667026094458,0.0875591489995902,0.107565435640014,0.0692976681334673,0.0533428165007113,0.107634902411022,0.0138523341182989,0.0429153851655819,0.0365603977771278,0.0220264317180617,0.0449063382088786,0.00683620453923981,0.0350213630314492,0.00533105874826741,0.0183710961420698,0.00571037003197807,0.013115614138632,0.0349944008958567,0.0190863977605293,0.00699300699300699,0.0407913522333265,0.0189681335356601,0.0902866601459634,0.0618386697815034,0.159779214176774,0.14098690835851,0.135777325186694,0.157064324980367,0.2365639092186,0.196004046535154,0.23597427880361,0.150838312931485,0.103130308177627,0.0857689516395065,0.0381679389312977,0.0688823833304632,0.0551419906258616,0.0358114883254548,0.0672289451167339,0.0174479469582412,0.0346860908775581,0.0318248361020941,0.0120438395760568,0.0128807883042442,0.00680225834977212,0,0,0
ASV127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173259178404976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00433971271101853,0.00414524954402255,0.0108241508453662,0.00220584991397185,0.00715000715000715,0.00403518682915019,0.00479478327579593,0,0.0097835391953039,0.37918230220633,0.114285714285714,0.0281769512538743,0.0107476032844676,0.00495024998762438,0,0.00207047910886579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489921612541993,0.0254485303473724,0.0629370629370629,0.0679855870555442,0.0821952453211937,0.0451433300729817,0.0274838532362237,0,0.0134273246055723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV38,0.422471458029472,0.345450263013268,0.365566037735849,0.412597471421001,0.41886195995785,0.343550218079704,0.337208988642801,0.353514948632114,0.402330297080691,0.4551201011378,0.388074181872458,0.270844861228413,0.306135199300262,0.154952520958322,0.242645655552223,0.122512499586106,0.239592692422881,0.148374067510201,0.15655105973025,0.117876869190354,0.115071015255129,0.147698196417799,0.136159033751422,0.155933260564478,0.159793288681875,0.246913580246914,0.234431503603761,0.266517504606475,0.309811491623174,0.382000152800061,0.386623820044186,0.328759291023442,0.315414152495886,0.30843166086863,0.276324298900582,0.276128675962999,0.295325706914695,0.186603334625824,0.23072486060373,0.290593267378457,0.272108843537415,0.282444247961489,0.270805124466202,0.316041848299913,0.188152464190337,0.231018818948735,0.223874630207084,0.198753085903176,0.2266919462534,0.124987600436465,0.144685360286925,0.175452176381041,0.16750072376856,0.165492339710639,0.160084158529055,0.0989138143406368,0.148650531890184,0.158128710803473,0.105702515177797,0.0784408375067882,0.0689503870624001,0.129195257098562,0.122173051339831,0.078291243425543,0.0806313680455445,0.0704999859000028,0.0589796520200531,0.108572149981063,0.102240196301177,0.0806820321114488,0.088765723440646,0.0837764988708385,0.133799917661589,0.144511834643428,0.158146890553049,0.151732509379828,0.137168421719037,0.198162143259573,0.207267191254425,0.213286371196556,0.144072581430212,0.287951048321785,0.286789382690939,0.3942828979793,0.379181149280007,0.410102851191251,0.296385342397612,0.316065204684692,0.399258834428905,0.430787930787931,0.349043660721491,0.364403528960491,0.326379695987584,0.357099180628592,0.420440480166605,0.370068027210884,0.15113092036169,0.193456859120416,0.183159249542102,0.127093454687084,0.124228746531947,0.0821488138209156,0.0969857839258824,0.0915419496306389,0.0911898199001057,0.112822248547414,0.0970455035583351,0.0894221096166027,0.116102374976523,0.128200686046915,0.100758653390232,0.107634902411022,0.0900401717689431,0.114441027108218,0.102369113775958,0.0734214390602056,0.0769822940723634,0.191413727098715,0.203123905582405,0.14393858620322,0.122473974280465,0.159890360895386,0.124598334317004,0.132978723404255,0.127242651736862,0.118881118881119,0.101978380583316,0.0885179564997471,0.142953878564442,0.0687096330905593,0.108940373302346,0.107418596844579,0.0950441276306857,0.0785321624901835,0.103496710283137,0.101163378856854,0.100289068491534,0.0290073678714393,0.0667313758796409,0.0395856699874645,0.114503816793893,0.091843177773951,0.0964984835952578,0.107434464976364,0.103899278816771,0.0814237524717925,0.0624349635796046,0.0445547705429317,0.042153438516199,0.0708443356733432,0.0748248418474934,0.0780584728924212,0.0201193749580846,0.0491331508387731
ASV34,0.010058844238797,0.0314045693648426,0.0117924528301887,0.0378529790294496,0.0316122233930453,0.0507856844117823,0.0391162426825649,0.0418446265727808,0.0289677813898098,0.0175046192745308,0.0111944475540132,0.0174738620147363,0.00624765712857678,0.00397314156303389,0,0.00331114863746234,0,0,0,0,0,0.00208025628757463,0.00480561295593253,0.00173259178404976,0.00339985720599735,0,0,0,0.00238316532017826,0.00254666768533374,0,0,0.00228560980069483,0,0.0146981010053501,0,0.0169727417767066,0.0290810391624661,0.00274672453099679,0.00653018578378555,0.0161969549724652,0.00982414775518224,0.020831163420477,0.0163469921534438,0.0182083029861617,0.0233614536015574,0.0119932837610938,0.0125528264780953,0.0267908663754019,0.035710742981847,0.0142647538311053,0.0129008953221354,0.00827164067992887,0.0175522178480981,0.0114345827520754,0.009331491918928,0.0162586519254889,0.0208849240683832,0.00813096270598439,0,0.00626821700567274,0.00287100571330137,0,0,0.00244337478925892,0,0,0.00252493372048984,0.00227200436224838,0,0,0,0,0.00656871975651946,0,0,0,0.00388553222077594,0.00550266879436527,0.00195675569905097,0.0155754142086716,0,0,0.00259396643407434,0.00225703065047623,0,0.00621787431603383,0.0216483016907324,0,0.00715000715000715,0.0141231539020257,0.0239739163789797,0.0159766284749167,0.0146753087929559,0.0255407768325507,0.114285714285714,0.133200133200133,0.0386913718240832,0.0123756249690609,0.0225488387348052,0.00621143732659738,0,0,0,0.00414499181364117,0,0,0.00186296061701256,0,0,0,0,0,0,0,0,0,0.0136724090784796,0,0,0,0.00571037003197807,0.00655780706931602,0.0279955207166853,0.0827077236289604,0.020979020979021,0.0407913522333265,0.145422357106727,0.263336092092393,0.21987082588979,0.210618055051202,0.255119167505874,0.10183299389002,0.135646462483044,0.0443557329784875,0.0505816894284269,0.00589935697009026,0.0348088414457272,0.024265954865324,0.00659761166457742,0,0,0,0,0.00611172228333945,0.00581598231941375,0.00693721817551162,0,0,0,0,0,0,0
ASV10,1.24729668561082,0.858391562639031,1.22641509433962,1.14315996668938,1.07744994731296,1.4249865567306,1.23553373438722,0.80514833198661,0.949499501110432,0.585432266848196,0.5933057203627,0.550426653464193,0.599775084343371,0.258254201597203,0.17176040786281,0.15562398596073,0.079864230807627,0.0370935168775502,0.0120423892100193,0.020207463289775,0.0361651762230405,0.0416051257514926,0.0640748394124337,0.0658384877938909,0.0713970013259443,0.0166458593424886,0.0124697608299873,0.0164516978152145,0.0285979838421391,0.0280133445386711,0.0150632657160072,0.0166761959214789,0.0182848784055586,0.0286913172901051,0.0470339232171204,0.0386580146348198,0.115414644081605,0.0678557580457542,0.109868981239871,0.0881575080811049,0.113378684807256,0.19893899204244,0.171857098218936,0.247929380993897,0.194221898519058,0.236210253082414,0.26984888462461,0.364031967864764,0.395680488005935,0.309493105842674,0.332164982067167,0.379286322470779,0.40117457297655,0.300895163110253,0.30644681775562,0.276212160800269,0.290333070098016,0.190947877196646,0.181591500433651,0.174983406745912,0.153571316638982,0.117711234245356,0.0923085276789835,0.102380856787249,0.095291616781098,0.0451199909760018,0.0648776172220584,0.0732230778942053,0.0931521788521834,0.0806820321114488,0.0541254411223452,0.209441247177096,0.282009057225196,0.0306540255304241,0.0930275826782641,0.052416685058486,0.10973473737523,0.110737668292114,0.117390267613126,0.123275609040211,0.0973463388041976,0.263205255106632,0.170853249262687,0.246426811237063,0.440120976842866,0.394913856702686,0.310893715801691,0.387504600264109,0.339700886751665,0.262762762762763,0.211847308530385,0.323647871116226,0.426804217829917,0.278830867066161,0.249513742902611,0.282993197278912,0.176746330592484,0.0902798675895275,0.0693034998267413,0.0553471496217945,0.0724667688103027,0.0423190859077444,0.02041805977387,0.0298043556936964,0.0124349754409235,0.00564111242737068,0.00862626698296312,0.00372592123402511,0.0307329816114327,0.0138595336266935,0.00987829935198356,0.0215269804822044,0.0484831694140463,0.0143051283885273,0.0365603977771278,0.0146842878120411,0.0256607646907878,0.0410172272354389,0.0560341808503187,0.0693037637274763,0.0244947948560931,0.0513933302878027,0.0327890353465801,0.0559910414333707,0.0699834584552742,0.0979020979020979,0.0679855870555442,0.107486090035407,0.255812203746896,0.226741789198846,0.232406129711671,0.181268882175227,0.169721656483367,0.149925037481259,0.3548458638279,0.379362670713202,0.171081352132618,0.203051575100075,0.218393593787916,0.0593785049811968,0.0636132315521629,0.109063773606567,0.110283981251723,0.0501360836556367,0.0611172228333945,0.122135628707689,0.104058272632674,0.0254598688816753,0.126460315548597,0.0322019707606106,0.108836133596354,0.18450184501845,0.147542083025954,0.203551624903488
