																																			
																																			
																																			
	Rapportperiode: 01-01-2016  -  01-05-2017											Ejby Mølle Renseanlæg																							
																																			
	RT Ind / Ud: januar 2016																																		
																																			
																																			
																																			
																																			
			Nord Vest		Nord Øst			Ejby Mølle							Ejby Mølle		Ejby Mølle	Ejby Mølle			Samlet			Ejby Mølle			Rådnetanke								
			Slam til		Slam til			Slam til							Slam til		Kulstof fra SD	Slam fra RT Recuperativ			Forafvandet			Slam til KT											
			Forafvanding		Forafvanding			Forafvanding							Cykloner		Lagertank	Til Forafvanding			EM,NØ,NV,RC			fra Forklaring			IND		UD		"Udrådning
"	Centrifugeret		SL	Ind RT
																																		Differens	Clamponmåler
Dato			m³	kg	m³		kg	m³					kg		m³	kg	m³	m³	kg		m³	kg		m³	kg		m³	"kg
"	m³	"kg
"	%	m³	"kg
"	m³	m³
06 feb  lør			241	2582	77		1427	883					5349		982	10104	35	0	0		1200	9358		226	14260		417	44630	413	14550	67	432	15221	-1	0
07 feb  søn			241	2489	72		1272	887					5612		985	12742	19	0	0		1200	9373		230	20050		415	26130	445	15617	40	141	4949	108	0
08 feb  man			240	2286	72		1518	887					5163		1006	14433	33	0	0		1200	8967		157	13540		388	24320	491	17201	29	123	4310	329	0
09 feb  tir			241	931	72		1470	887					6389		1007	12269	22	0	0		1200	8790		183	17970		409	25680	425	14910	42	463	16244	29	0
10 feb  ons			241	2170	64		1314	895					5335		1016	9306	28	0	0		1200	8820		191	21290		390	24680	425	14923	40	394	13836	1	0
11 feb  tor			282	1882	126		2061	294					1151		588	4775	30	0	0		702	5094		157	13290		271	15850	310	10789	32	569	19804	-238	0
12 feb  fre			289	1011	115		2062	771					6532		895	7457	34	0	0		1175	9605		185	17180		387	24340	438	15339	37	576	20173	-164	0
13 feb  lør			318	1068	109		1944	772					7030		910	7612	32	0	0		1199	10043		210	10720		411	26920	469	16468	39	559	19629	-133	0
14 feb  søn			337	4102	125		1947	738					4002		838	7080	20	0	0		1200	10051		227	7780		410	25020	464	0		0		249	0
15 feb  man			337	3940	134		1750	729					4053		822	6797	26	0	0		1200	9743		171	9580		410	24740	467	16275	34	490	17078	79	0
16 feb  tir			337	1950	115		1585	748					5977		851	7073	29	0	0		1200	9512		216	9530		407	25640	470	16255	37	528	18262	-46	0
17 feb  ons			337	2538	116		1565	747					5351		846	7023	32	0	0		1200	9454		192	11420		352	22900	401	13832	40	503	17352	-104	0
18 feb  tor			361	2935	115		1551	725					5048		817	6851	34	0	0		1200	9533		180	16820		369	24060	410	14151	41	528	18225	-155	0
19 feb  fre			412	2063	111		1611	676					6151		772	6481	33	0	0		1199	9824		194	11760		386	25040	440	15236	39	528	18285	-112	0
20 feb  lør			433	2857	105		1760	662					4794		757	6047	32	0	0		1200	9411		202	11240		385	25910	441	15285	41	90	3121	107	0
21 feb  søn			433	4027	96		1805	672					3544		765	6180	20	0	0		1200	9377		214	13930		384	28120	438	0		0		445	0
22 feb  man			372	1516	91		1727	737					5963		852	6746	34	0	0		1200	9207		227	12370		365	23670	413	13971	41	406	13736	54	0
23 feb  tir			385	7544	118		2190	697					305		792	6430	33	0	0		1200	10039		153	7260		361	25180	416	14229	43	528	18062	-73	0
24 feb  ons			417	10259	121		2022	662					(1857)		758	6331	34	0	0		1199	10424		107	8240		333	23450	395	13656	42	528	18255	-141	0
25 feb  tor			433	11565	121		1956	646					(3041)		745	6239	34	0	0		1200	10480		149	7570		341	23470	404	14205	39	389	13679	-90	0
26 feb  fre			433	10356	121		1825	646					(1772)		745	6240	34	0	0		1200	10409		168	13430		341	23230	398	14085	39	455	16103	-32	0
27 feb  lør			433	8739	121		1757	646					(166)		747	6265	33	0	0		1200	10331		151	11490		341	23110	402	14227	38	456	16139	-76	0
28 feb  søn			433	8125	140		2028	627					119		736	6139	27	0	0		1200	10272		143	13440		338	22640	381	13484	40	251	8884	-36	0
29 feb  man			399	3563	124		1700	676					4650		773	6403	29	0	0		1200	9913		177	17620		359	23730	412	14502	39	423	14890	59	0
01 mar  tir			385	1691	97		1258	718					6694		840	6922	29	0	0		1200	9644		166	11590		364	25170	430	15147	40	406	14303	38	0
02 mar  ons			385	1456	97		1529	718					6241		813	6432	31	0	0		1200	9227		197	12010		364	25780	415	14715	43	456	16170	-65	0
03 mar  tor			385	2811	97		1597	718					5197		801	6526	33	0	0		1200	9605		180	9160		365	27380	433	15360	44	514	18234	-109	0
04 mar  fre			385	2734	97		1426	718					5653		812	6788	33	0	0		1200	9812		170	11900		352	25000	407	14613	42	464	16661	-82	0
05 mar  lør			385	2568	97		1564	718					5466		812	6634	32	0	0		1200	9597		136	2790		342	21140	401	14562	31	456	16560	-88	0
06 mar  søn			385	4263	97		1737	719					3429		814	6565	33	0	0		1200	9429		149	2020		340	19380	397	14454	25	100	3642	55	0
07 mar  man			348	6802	116		2120	736					1001		835	7090	33	0	0		1200	9923		177	4480		360	21580	452	16308	24	212	7650	196	0
08 mar  tir			259	5792	120		2216	821					1989		944	8231	27	0	0		1200	9998		176	3610		364	21310	418	14081	34	397	13374	129	0
09 mar  ons			102	1684	116		2247	982					5913		1112	9890	31	0	0		1200	9843		197	3110		366	20370	441	14734	28	413	13799	7	0
10 mar  tor			97	2091	120		2182	983					5694		1106	10008	31	0	0		1200	9968		154	4850		345	22630	419	13960	38	417	13893	10	0
11 mar  fre			97	2291	98		1873	1006					5687		1137	10221	33	0	0		1200	9851		194	8900		353	24140	434	14244	41	205	6728	105	0
12 mar  lør			97	2332	97		1716	1007					5655		1132	10065	23	0	0		1200	9703		146	6380		304	21170	347	11398	46	377	12384	88	0
13 mar  søn			97	2336	97		1666	1006					5616		1132	10040	26	0	0		1200	9619		117	4020		298	20150	368	12067	40	218	7149	58	0
14 mar  man			154	3647	96		1668	949					4408		1073	9345	31	0	0		1199	9722		144	6680		303	20540	393	12813	38	471	15356	-7	0
15 mar  tir			65	1558	106		1665	1029					6130		1152	9930	33	0	0		1199	9354		176	7030		362	21750	478	15688	28	409	13423	-31	0
16 mar  ons			0	0	19		290	536					3764		596	5038	32	0	0		555	4054		242	10973		311	21030	377	12332	41	468	15309	-16	0
17 mar  tor			0	0	1		1	894					6341		1007	8596	33	0	0		895	6342		252	10747		331	22280	404	13263	40	527	17301	-123	0
18 mar  fre			0	0	41		639	919					6364		1038	8854	33	0	0		960	7003		207	10300		336	22990	438	14561	37	500	16622	-98	0
19 mar  lør			0	0	131		1893	829					5480		942	7874	32	0	0		960	7373		247	11340		328	22990	425	14186	38	528	17624	-124	0
20 mar  søn			73	1621	132		1859	755					3936		862	7113	33	0	0		960	7416		195	9530		296	20520	391	13078	36	116	3880	57	0
21 mar  man			161	3113	131		1853	668					2683		770	6433	32	0	0		960	7648		143	6620		231	15810	310	10277	35	464	15382	-7	0
22 mar  tir			166	2504	132		1851	874					4687		1003	8156	34	0	0		1172	9042		176	8465		295	19840	423	14298	28	526	17779	-117	0
23 mar  ons			166	2998	129		1838	905					4242		1037	8344	34	0	0		1200	9078		187	9055		314	20990	423	14444	31	402	13727	-84	0
24 mar  tor			167	3098	121		1607	912					4241		1046	8354	35	0	0		1200	8946		165	8210		312	20470	432	14715	28	368	12535	3	0
25 mar  fre			167	3425	121		1565	912					3815		1050	8240	33	0	0		1200	8804		173	9060		295	19140	398	13647	29	253	8675	12	0
26 mar  lør			160	3328	116		1546	874					3450		1003	7687	23	0	0		1150	8324		143	7710		278	18070	389	13352	26	406	13936	88	0
27 mar  søn			169	3376	121		1669	911					3817		1045	8338	14	0	0		1200	8862		208	11040		290	19850	387	13353	33	432	14906	-27	0
28 mar  man			169	3002	121		1659	911					4148		1046	8075	21	0	0		1200	8809		177	9740		290	20050	460	16037	20	205	7147	40	0
29 mar  tir			168	3093	121		1559	911					3925		1042	7901	34	0	0		1200	8577		44	2450		264	15770	261	8977	43	452	15546	12	0
30 mar  ons			168	2944	101		1130	930					4441		1070	8486	35	0	0		1199	8515		179	9993		382	26290	426	14804	44	197	6846	-4	0
31 mar  tor			169	2888	105		1137	926					4286		1064	8182	34	0	0		1200	8311		146	7618		348	23730	357	12517	47	464	16269	25	0
01 apr  fre			169	3001	102		1108	929					4149		1053	8040	35	0	0		1200	8258		169	9060		385	26960	385	13357	50	480	16653	-53	0
02 apr  lør			169	3095	99		1123	931					4035		1061	8017	35	0	0		1199	8253		151	8283		385	26780	380	13153	51	480	16614	-116	0
03 apr  søn			210	3898	99		1091	891					3456		1024	7727	29	0	0		1200	8446		161	8267		384	28240	351	12197	57	40	1390	66	0
04 apr  man			335	6153	119		1330	746					1590		860	6665	30	0	0		1200	9074		200	9870		385	27900	411	14326	49	388	13524	98	0
05 apr  tir			337	6322	107		1418	756					1692		863	7019	21	0	0		1200	9432		211	11250		384	31970	407	14079	56	449	15532	14	0
06 apr  ons			362	8311	103		1537	735					(678)		840	6714	19	0	0		1200	9171		140	7490		328	28330	358	12477	56	480	16729	-103	0
07 apr  tor			385	9255	108		1624	707					(1634)		813	6555	23	0	0		1200	9245		177	9940		347	28440	380	13351	53	480	16864	-118	0
08 apr  fre			385	8279	134		1887	681					(377)		788	6425	16	0	0		1200	9789		170	8513		386	30630	389	13800	55	439	15574	-70	0
09 apr  lør			385	5710	137		1861	678					2189		801	6358	18	0	0		1200	9760		205	11127		385	30410	351	12604	59	432	15512	-119	0
10 apr  søn			385	4524	141		1809	674					3308		811	6399	26	0	0		1200	9641		180	9630		386	29780	413	15071	49	199	7262	-7	0
11 apr  man			385	4208	131		1857	684					3611		822	6485	29	0	0		1200	9676		202	11040		384	27410	435	15842	42	387	14094	117	0
12 apr  tir			385	4212	131		1908	684					3648		808	6545	31	0	0		1200	9767		142	7720		386	26910	388	14105	48	432	15704	6	0
13 apr  ons			338	3962	85		1737	776					3893		922	7353	32	0	0		1200	9592		68	3995		299	21470	287	10435	51	432	15707	-103	0
14 apr  tor			337	3920	118		1823	745					3935		882	7040	32	0	0		1200	9678		210	12045		385	28520	396	14445	49	432	15758	-45	0
15 apr  fre			337	3618	121		2000	742					4273		869	7264	34	0	0		1200	9891		132	7520		385	27980	372	13636	51	386	14149	-16	0
16 apr  lør			337	3357	121		1837	741					4572		878	7099	34	0	0		1199	9766		147	8450		386	27960	368	13488	52	411	15064	-75	0
17 apr  søn			337	2890	121		1754	743					4932		905	7142	32	0	0		1200	9577		209	10753		404	29560	450	16100		9	322	190	0
18 apr  man			336	2536	121		1650	743					5352		857	6929	33	0	0		1200	9538		254	13278		410	29360	428	15820	46	398	14711	190	0
19 apr  tir			337	2312	121		1822	742					5413		852	6769	32	0	0		1200	9548		229	12267		409	29060	417	15503	47	432	16061	16	0
20 apr  ons			337	3314	121		1705	743					4565		855	6716	31	0	0		1200	9585		227	11493		405	29160	401	14938	49	432	16093	16	0
21 apr  tor			290	3661	121		1756	789					4141		908	7183	30	0	0		1200	9559		221	11410		408	29180	389	14563	50	432	16173	13	0
22 apr  fre			289	3264	116		1596	796					4599		921	7151	31	0	0		1201	9459		252	12800		409	28530	364	13654	52	432	16205	5	0
23 apr  lør			272	3340	109		1495	818					4465		965	7526	23	0	0		1199	9300		227	11500		409	28760	379	14235	51	432	16226	-6	0
24 apr  søn			241	3252	109		1588	850					4429		993	7829	13	0	0		1200	9270		224	11580		409	28980	352	13317	54	143	5410	87	0
25 apr  man			241	1935	109		1490	850					5761		992	7847	24	0	0		1200	9186		224	11680		378	25810	370	13839	46	404	15111	142	0
26 apr  tir			241	1833	109		1664	850					5843		990	8162	27	0	0		1200	9341		236	13340		407	28150	370	13872	51	432	16197	16	0
27 apr  ons			241	1889	109		1720	850					5594		991	8111	15	0	0		1200	9203		236	12850		395	28810	338	12663	56	432	16185	-24	0
28 apr  tor			241	3691	109		1252	60					(1763)		338	2784	3	0	0		409	3180		310	15518		401	28060	427	16091	43	322	12134	4	0
29 apr  fre			241	4485	109		947	652					3216		769	6427	8	0	0		1001	8648		198	9378		406	25860	413	15083	42	397	14499	71	0
30 apr  lør			241	4578	109		1084	731					3654		828	6850	2	0	0		1080	9316		193	11085		407	25260	462	16762	34	432	15674	8	0
01 maj  søn			272	4631	98		920	709					3975		808	6810	0	0	0		1079	9525		185	10180		385	24890	420	15142	39	134	4831	183	0
02 maj  man			288	6474	97		964	811					3095		925	7713	13	0	0		1196	10533		151	7820		406	24230	425	15221	37	446	15973	102	0
03 maj  tir			289	6747	97		949	814					2774		914	7680	15	0	0		1200	10470		210	10760		394	25290	389	13932	45	282	10100	29	0
04 maj  ons			341	7913	97		971	769					1881		865	7400	31	0	0		1206	10765		182	7160		394	26210	377	13622	48	487	17596	44	0
05 maj  tor			361	7316	98		891	781					3064		881	7824	35	0	0		1240	11270		168	9050		386	25440	348	12768	50	582	21354	-167	0
06 maj  fre			361	7199	97		918	803					3535		906	8308	35	0	0		1261	11652		210	10880		385	25510	340	12483	51	373	13695	-16	0
07 maj  lør			361	7308	97		862	802					4258		903	9256	35	0	0		1260	12428		168	8210		387	25940	336	12103	53	413	14876	6	0
08 maj  søn			361	7159	97		888	803					5572		907	10691	30	0	0		1260	13620		224	11830		399	28230	342	12139	57	432	15334	-7	0
09 maj  man			397	1880	97		840	750					10525		850	9940	34	0	0		1244	13245		182	9800		394	27620	323	11612	58	452	16250	-10	0
10 maj  tir			409	1535	97		822	778					10233		876	9007	34	0	0		1284	12590		210	10850		381	26330	293	10349	61	473	16706	-70	0
11 maj  ons			409	4604	97		819	778					7715		878	9756	34	0	0		1284	13138		168	7700		384	27100	297	10418	62	480	16837	-72	0
12 maj  tor			409	3855	97		862	778					8565		875	9822	30	0	0		1284	13282		128	6690		329	23730	358	12591	47	461	16214	-142	0
13 maj  fre			409	1202	96		821	753					11056		850	9678	28	0	0		1258	13078		180	9560		385	26750	407	14270	47	456	15988	-66	0
14 maj  lør			409	1808	97		859	777					12473		881	11947	20	0	0		1283	15139		112	6180		385	26090	362	12694	51	456	15990	-117	0
15 maj  søn			409	1939	97		810	779					12804		882	12298	8	0	0		1284	15552		210	10800		384	27630	460	16211	41	456	16070	-31	0
16 maj  man			408	2027	97		823	185					6233		477	6872	15	0	0		690	9083		224	11840		386	26590	421	14782	44	271	9515	-10	0
17 maj  tir			409	3751	97		800	716					10205		815	11355	31	0	0		1222	14755		140	6920		385	25910	394	13903	46	398	14044	47	0
18 maj  ons			409	4080	97		835	778					9592		881	11212	30	0	0		1284	14506		132	7230		385	26420	394	13858	48	456	16039	-36	0
19 maj  tor			409	5830	97		826	778					8661		880	11972	32	0	0		1284	15317		114	6370		395	28010	411	14460	48	456	16043	-70	0
20 maj  fre			392	5915	80		728	812					10370		890	12626	32	0	0		1284	17013		116	6330		393	30360	393	13892	54	456	16119	-68	0
21 maj  lør			385	5993	73		581	826					9928		880	11745	29	0	0		1284	16502		168	9340		396	28580	397	14086	51	456	16180	-83	0
22 maj  søn			385	5942	73		591	742					6554		845	9984	8	0	0		1200	13087		168	9850		397	30510	396	13299		12	403	120	0
23 maj  man			464	6222	73		783	748					4887		870	8252	23	0	0		1284	11892		129	7600		346	27400	347	12438	55	349	12510	90	0
24 maj  tir			153	1698	73		733	1033					11640		1160	12614	27	0	0		1258	14071		164	8570		398	28450	398	14329	50	360	12961	30	0
25 maj  ons			388	0	73		678	788					17800		1260	16294	28	0	0		1248	18477		70	4050		397	28880	417	15065	48	360	13006	30	0
26 maj  tor			449	3540	63		607	458					10486		740	11552	32	0	0		970	14632		155	8940		346	26810	383	13872	48	133	4817	107	0
27 maj  fre			481	5361	90		828	659					12365		819	13365	30	0	0		1230	18554		168	9350		408	31990	425	15474	52	344	12525	146	0
28 maj  lør			481	5517	97		947	705					13678		876	14712	30	0	0		1283	20141		42	2500		409	27580	410	14921	46	360	13101	36	0
29 maj  søn			481	5962	97		862	23					2741		409	7272	23	0	0		600	9565		270	14810		409	34480	385	13990	59	169	6141	105	0
30 maj  man			480	5399	97		1021	327					5630		409	6535	24	0	0		904	12049		207	11273		390	30720	439	16057	48	334	12217	137	0
31 maj  tir			481	5490	97		923	382					6211		380	6281	17	0	0		960	12624		140	7817		393	32460	339	12418	62	477	17474	-66	0
01 jun  ons			480	5428	97		959	384					6894		423	7975	13	0	0		960	13281		182	10140		409	32968	423	15530	53	480	17623	-71	0
02 jun  tor			387	4378	97		892	476					9144		568	11559	21	0	0		960	14413		98	5350		320	25833	372	13712	47	480	17693	-142	0
03 jun  fre			385	4294	97		946	478					9714		565	12360	26	0	0		960	14953		154	8090		408	32030	399	14763	54	480	17760	-91	0
04 jun  lør			385	4394	97		880	478					10543		567	12984	16	0	0		960	15817		168	9500		409	33090	403	14822	55	263	9673	-38	0
05 jun  søn			385	4695	97		916	(16)					2012		277	6356	9	0	0		466	7623		261	12910		409	32540	397					280	0
06 jun  man			385	3975	97		845	141					4102		313	7746	8	0	0		623	8921		201	10230		408	30820	365	14123	54	382	14781	113	0
07 jun  tir			385	3958	97		962	358					7188		387	9660	26	0	0		840	12108		112	6140		405	28750	398	15523	46	480	18721	-28	0
08 jun  ons			385	3870	97		862	358					7072		387	9393	34	0	0		840	11803		110	6100		409	28710	373	14598	49	480	18786	-113	0
09 jun  tor			385	3934	116		1066	294					6008		353	8853	34	0	0		795	11008		100	5480		409	28230	365	14303	49	480	18809	-126	0
10 jun  fre			385	3635	120		1060	334					7024		373	9481	33	0	0		840	11720		90	4830		410	27770	358	14059	49	480	18850	-145	0
11 jun  lør			385	4176	121		1074	334					6630		395	9936	33	0	0		840	11880		77	4100		409	27940	347	13626	51	404	15864	-121	0
12 jun  søn			385	3637	121		1000	334					6772		395	9737	26	0	0		840	11410		98	5250		406	28180	358					178	0
13 jun  man			385	3867	121		1045	334					6488		393	9397	11	0	0		840	11400		98	5100		382	28390	307	12092	57	448	17646	35	0
14 jun  tir			385	3829	121		959	290					6005		373	9244	33	0	0		796	10793		101	5670		407	28810	378	14897	48	480	18917	-90	0
15 jun  ons			385	4400	140		1222	285					5098		348	8173	31	0	0		811	10719		81	4090		375	26470	338	13444	49	480	19092	-168	0
16 jun  tor			385	5275	145		1317	309					3838		359	6223	31	0	0		839	10431		122	6530		410	29953	371	14898	50	480	19275	-130	0
17 jun  fre			385	5125	145		1292	310					4727		361	6562	30	0	0		840	11144		116	6070		409	30498	370	14802	51	480	19202	-148	0
18 jun  lør			385	4410	145		1180	310					5392		363	7715	28	0	0		840	10981		84	4470		409	27700	375	15051	46	480	19265	-144	0
19 jun  søn			385	4244	145		1147	311					5946		369	8994	28	0	0		840	11337		112	5810		407	28850	350	14044		16	642	100	0
20 jun  man			385	5398	145		1166	293					3717		366	7676	30	0	0		823	10281		98	4250		382	26640	325					344	0
21 jun  tir			385	6524	145		1506	301					624		373	4127	31	0	0		831	8654		112	5580		404	27240	315	12605	54	401	16046	61	0
22 jun  ons			385	4200	145		1179	216					2699		303	4719	30	0	0		746	8079		140	7210		408	29500	327	13033	56	325	12953	35	0
23 jun  tor			385	4366	145		1119	291					4497		386	8109	29	0	0		821	9983		112	6040		407	29170	317	12664	57	423	16898	-44	0
24 jun  fre			385	3999	145		1300	310					6045		398	9446	28	0	0		840	11343		98	5060		408	29030	334	13330	54	430	17162	-88	0
25 jun  lør			385	4451	145		1763	310					4583		400	8714	26	0	0		840	10797		98	4040		409	29250	292	11627	60	289	11508	-54	0
26 jun  søn			385	4931	145		1864	168					1528		326	3969	18	0	0		698	8323		154	8660		409	32010	331					168	0
27 jun  man			385	4858	145		1536	216					1554		373	5761	25	0	0		745	7948		156	7540		408	30460	372	14876	51	406	16236	145	0
28 jun  tir			385	4245	145		1332	382					5237		465	8647	32	0	0		912	10814		109	4740		405	31690	320	12843	59	432	17338	-23	0
29 jun  ons			385	4949	109		1127	343					2354		448	7067	31	0	0		837	8431		154	7430		395	31980	348	14052	56	383	15465	-32	0
30 jun  tor			385	5179	166		1767	680					(2427)		825	11080	30	0	0		1231	4518		28	1170		372	28570	285	11568	60	432	17534	-134	0
01 jul  fre			385	5254	169		1887	718					7064		858	8292	34	0	0		1272	14205		70	3610		389	31230	322	13074	58	432	17540	-91	0
02 jul  lør			385	4901	169		1759	718					7969		857	8646	32	0	0		1272	14628		70	3490		409	32670	341	13876	58	432	17579	-86	0
03 jul  søn			385	4716	169		1537	148					1568		446	4989	35	0	0		702	7821		196	9130		406	34620	364	14879	57	24	981	137	0
04 jul  man			385	4010	168		1376	682					10782		795	11749	27	0	0		1235	16168		56	3110		395	30270	235	9604	68	402	16429	57	0
05 jul  tir			385	4420	137		1578	750					8751		857	9738	32	0	0		1272	14749		70	4010		403	31110	374	15290	51	432	17662	-72	0
06 jul  ons			385	4413	127		1388	760					8627		880	8848	31	0	0		1272	14427		42	2100		427	29980	366	14927	50	432	17619	-74	0
07 jul  tor			343	3541	164		1473	765					11956		880	12843	34	0	0		1272	16970		14	840		433	27340	352	14362	47	432	17627	-80	0
08 jul  fre			337	3866	169		1604	766					10480		882	11450	32	0	0		1272	15950		42	2160		431	29500	391	15891	46	432	17558	-54	0
09 jul  lør			337	3553	169		1406	766					10265		887	11028	34	0	0		1272	15224		56	2520		434	29870	355	14391	52	432	17512	-74	0
10 jul  søn			337	3974	169		1418	766					8598		892	9710	31	0	0		1272	13989		84	4110		433	31890	390	16018	50	28	1150	142	0
11 jul  man			337	3690	169		1286	766					10454		942	11973	35	0	0		1272	15430		84	4560		433	32620	394	15960	51	396	16041	132	0
12 jul  tir			337	3652	169		1234	765					11026		939	11804	33	0	0		1271	15912		70	3590		432	31800	335	13505	58	432	17416	-18	0
13 jul  ons			337	3269	169		1052	765					13346		929	14227	33	0	0		1271	17667		98	5310		479	35388	396	16031	55	431	17448	-14	0
14 jul  tor			337	3540	168		1145	766					12733		858	12691	32	0	0		1271	17417		98	5260		482	35973	366	14781	59	432	17446	-22	0
15 jul  fre			303	2876	145		889	824					15917		923	16416	33	0	0		1272	19682		112	5400		481	37540	414	16739	55	411	16618	-11	0
16 jul  lør			289	2738	145		856	452					10697		721	12776	32	0	0		885	14290		182	9690		473	38170	458	18589	51	432	17534	6	0
17 jul  søn			289	2668	134		763	810					17282		927	17997	30	0	0		1233	20713		140	7160		480	38310	351	14209	63	79	3198	79	0
18 jul  man			289	2913	104		546	877					18046		969	18894	32	0	0		1270	21505		70	3580		481	33580	363	14712	56	406	16455	122	0
